Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
Senior Data Scientist - Ads Optimization,"Indeed
4.3","San Francisco, CA",$153K - $223K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Senior Data Science Manager - Internal Platforms Science,"Indeed
4.3","San Francisco, CA",$179K - $259K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Technical Sourcer - Data Science & Analytics,"Uber
4.0","San Francisco, CA",$87K - $167K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Machine Learning Engineer,"Uber
4.0","San Francisco, CA",$107K - $198K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,TEKsystems,"Martinez, CA",$80 Per Hour(Employer est.),"4.0
★★★★★",1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Tech Lead - Data Science,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Manager of Machine Learning,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Scientist,"Harnham
4.0","San Francisco, CA",$180K - $200K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Engineer,"Harnham
4.0","San Francisco, CA",$170K - $190K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,"Warman O'Brien
5.0","San Francisco, CA",$120K - $140K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,"TargetCW
3.9","San Francisco, CA",$60 Per Hour(Employer est.),"3.9
★★★★★",113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Data Scientist - Consumer Decision Science,"Glassdoor
4.0","San Francisco, CA",$136K - $170K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.
3.7","San Francisco, CA",$97K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Sr. Data Science Engineer,"Gap Inc.
3.7","San Francisco, CA",$82K - $185K (Glassdoor est.),"3.7
★★★★★",137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",$99K - $196K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Slack Connect","Slack
4.7","San Francisco, CA",$122K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.
3.7","San Francisco, CA",$102K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Staff Data Scientist, Virtual HQ - Slack","Salesforce
4.4","San Francisco, CA",$142K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Staff Data Scientist, Virtual HQ","Slack
4.7","San Francisco, CA",$142K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Machine Learning - Growth","Discord
4.6","San Francisco, CA",$93K - $187K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
"Senior Data Scientist, Slack Connect","Salesforce
4.4","San Francisco, CA",$122K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Science Manager,"Discord
4.6","San Francisco, CA",$79K - $163K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Machine Learning Scientist,"Glassdoor
4.0","San Francisco, CA",$129K - $162K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",$106K - $182K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,IDEO,"San Francisco, CA",$92K - $186K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Data Engineer,"AppFolio
4.6","San Francisco, CA",$84K - $172K (Glassdoor est.),"4.6
★★★★★",376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Genomics Staff Data Scientist,"Lawrence Berkeley National Laboratory
4.4","San Francisco, CA",$94K - $170K (Glassdoor est.),"4.4
★★★★★",142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD)
Senior Data Science Manager - Internal Platforms Science,"Indeed
4.3","San Francisco, CA",$179K - $259K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Senior Data Scientist - Ads Optimization,"Indeed
4.3","San Francisco, CA",$153K - $223K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Technical Sourcer - Data Science & Analytics,"Uber
4.0","San Francisco, CA",$87K - $167K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,TEKsystems,"Martinez, CA",$80 Per Hour(Employer est.),"4.0
★★★★★",1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Tech Lead - Data Science,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Manager of Machine Learning,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Scientist,"Harnham
4.0","San Francisco, CA",$180K - $200K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Director of Data Science,"Harnham
4.0","San Francisco, CA",$180K - $220K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Engineer,"Harnham
4.0","San Francisco, CA",$170K - $190K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,"Warman O'Brien
5.0","San Francisco, CA",$120K - $140K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,"TargetCW
3.9","San Francisco, CA",$60 Per Hour(Employer est.),"3.9
★★★★★",113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Data Scientist - Consumer Decision Science,"Glassdoor
4.0","San Francisco, CA",$136K - $170K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.
3.7","San Francisco, CA",$97K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",$99K - $196K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Slack Connect","Slack
4.7","San Francisco, CA",$122K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Machine Learning - Growth","Discord
4.6","San Francisco, CA",$93K - $187K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Data Science Manager - Growth,"Discord
4.6","San Francisco, CA",$83K - $178K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
"Staff Data Scientist, Virtual HQ - Slack","Salesforce
4.4","San Francisco, CA",$142K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Sr. Data Science Engineer,"Gap Inc.
3.7","San Francisco, CA",$82K - $185K (Glassdoor est.),"3.7
★★★★★",137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.
3.7","San Francisco, CA",$102K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Staff Data Scientist, Virtual HQ","Slack
4.7","San Francisco, CA",$142K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Slack Connect","Salesforce
4.4","San Francisco, CA",$122K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Machine Learning Scientist,"Glassdoor
4.0","San Francisco, CA",$129K - $162K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,IDEO,"San Francisco, CA",$92K - $186K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",$106K - $182K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
"Senior Product Manager, Machine Learning","Glassdoor
4.0","San Francisco, CA",$132K - $165K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Genomics Staff Data Scientist,"Lawrence Berkeley National Laboratory
4.4","San Francisco, CA",$94K - $170K (Glassdoor est.),"4.4
★★★★★",142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD)
Senior Data Scientist - Ads Optimization,"Indeed
4.3","San Francisco, CA",$153K - $223K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Senior Machine Learning Engineer,"Uber
4.0","San Francisco, CA",$102K - $214K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Technical Sourcer - Data Science & Analytics,"Uber
4.0","San Francisco, CA",$87K - $167K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Data Science Manager - Internal Platforms Science,"Indeed
4.3","San Francisco, CA",$179K - $259K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,TEKsystems,"Martinez, CA",$80 Per Hour(Employer est.),"4.0
★★★★★",1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Tech Lead - Data Science,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Manager of Machine Learning,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Scientist,"Harnham
4.0","San Francisco, CA",$180K - $200K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Director of Data Science,"Harnham
4.0","San Francisco, CA",$180K - $220K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Engineer,"Harnham
4.0","San Francisco, CA",$170K - $190K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,"Warman O'Brien
5.0","San Francisco, CA",$120K - $140K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,"TargetCW
3.9","San Francisco, CA",$60 Per Hour(Employer est.),"3.9
★★★★★",113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Data Scientist - Consumer Decision Science,"Glassdoor
4.0","San Francisco, CA",$136K - $170K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.
3.7","San Francisco, CA",$97K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Sr. Data Science Engineer,"Gap Inc.
3.7","San Francisco, CA",$82K - $185K (Glassdoor est.),"3.7
★★★★★",137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",$99K - $196K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Slack Connect","Slack
4.7","San Francisco, CA",$122K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.
3.7","San Francisco, CA",$102K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Science Manager,"Discord
4.6","San Francisco, CA",$79K - $163K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
"Senior Data Scientist, Slack Connect","Salesforce
4.4","San Francisco, CA",$122K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Machine Learning - Growth","Discord
4.6","San Francisco, CA",$93K - $187K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Data Engineer,"AppFolio
4.6","San Francisco, CA",$84K - $172K (Glassdoor est.),"4.6
★★★★★",376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Co-op - Development Sciences, Informatics - Data Analytics",Genentech,"San Francisco, CA",$98K - $197K (Glassdoor est.),"4.2
★★★★★",296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,IDEO,"San Francisco, CA",$92K - $186K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Machine Learning Scientist,"Glassdoor
4.0","San Francisco, CA",$129K - $162K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Science Engineer,"Wayfair
3.4","San Francisco, CA",$90K - $160K (Glassdoor est.),"3.4
★★★★★",1938,10000+ Employees,2002,Company - Public,Home Furniture & Housewares Stores,Retail,$5 to $10 billion (USD)
Genomics Staff Data Scientist,"Lawrence Berkeley National Laboratory
4.4","San Francisco, CA",$94K - $170K (Glassdoor est.),"4.4
★★★★★",142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD)
Senior Data Scientist - Ads Optimization,"Indeed
4.3","San Francisco, CA",$153K - $223K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Senior Data Science Manager - Internal Platforms Science,"Indeed
4.3","San Francisco, CA",$179K - $259K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Technical Sourcer - Data Science & Analytics,"Uber
4.0","San Francisco, CA",$87K - $167K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Machine Learning Engineer,"Uber
4.0","San Francisco, CA",$107K - $198K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Tech Lead - Data Science,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Scientist,"Harnham
4.0","San Francisco, CA",$180K - $200K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Director of Data Science,"Harnham
4.0","San Francisco, CA",$235K - $245K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Manager of Machine Learning,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Engineer,"Harnham
4.0","San Francisco, CA",$170K - $190K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,"Warman O'Brien
5.0","San Francisco, CA",$120K - $140K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,"TargetCW
3.9","San Francisco, CA",$60 Per Hour(Employer est.),"3.9
★★★★★",113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Data Scientist - Consumer Decision Science,"Glassdoor
4.0","San Francisco, CA",$136K - $170K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.
3.7","San Francisco, CA",$97K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Slack Connect","Slack
4.7","San Francisco, CA",$122K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Sr. Data Science Engineer,"Gap Inc.
3.7","San Francisco, CA",$82K - $185K (Glassdoor est.),"3.7
★★★★★",137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",$99K - $196K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.
3.7","San Francisco, CA",$102K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Science Manager,"Discord
4.6","San Francisco, CA",$79K - $163K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
"Senior Data Scientist, Slack Connect","Salesforce
4.4","San Francisco, CA",$122K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Machine Learning - Growth","Discord
4.6","San Francisco, CA",$93K - $187K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Machine Learning Scientist,"Glassdoor
4.0","San Francisco, CA",$129K - $162K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Senior Product Manager, Machine Learning","Glassdoor
4.0","San Francisco, CA",$132K - $165K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Co-op - Development Sciences, Informatics - Data Analytics",Genentech,"San Francisco, CA",$98K - $197K (Glassdoor est.),"4.2
★★★★★",296,10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Sr. Data Scientist - Analytics,Twitch,"San Francisco, CA",$106K - $182K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,IDEO,"San Francisco, CA",$92K - $186K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Data Engineer,"AppFolio
4.6","San Francisco, CA",$84K - $172K (Glassdoor est.),"4.6
★★★★★",376,1001 to 5000 Employees,2006,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Product Manager, Data Science","Salesforce
4.4","San Francisco, CA",$93K - $184K (Glassdoor est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Genomics Staff Data Scientist,"Lawrence Berkeley National Laboratory
4.4","San Francisco, CA",$94K - $170K (Glassdoor est.),"4.4
★★★★★",142,1001 to 5000 Employees,1931,Government,Research & Development,Business Services,$500 million to $1 billion (USD)
Senior Data Scientist - Ads Optimization,"Indeed
4.3","San Francisco, CA",$153K - $223K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Senior Data Science Manager - Internal Platforms Science,"Indeed
4.3","San Francisco, CA",$179K - $259K (Employer est.),"4.3
★★★★★",703,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Technical Sourcer - Data Science & Analytics,"Uber
4.0","San Francisco, CA",$87K - $167K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,TEKsystems,"Martinez, CA",$80 Per Hour(Employer est.),"4.0
★★★★★",1812,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Senior Machine Learning Engineer,"Uber
4.0","San Francisco, CA",$107K - $198K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD)
Manager of Machine Learning,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Tech Lead - Data Science,"Harnham
4.0","San Francisco, CA",$200K - $240K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Scientist,"Harnham
4.0","San Francisco, CA",$180K - $200K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Director of Data Science,"Harnham
4.0","San Francisco, CA",$180K - $220K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Engineer,"Harnham
4.0","San Francisco, CA",$170K - $190K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Scientist,"Warman O'Brien
5.0","San Francisco, CA",$120K - $140K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,2017,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
Data Scientist,"TargetCW
3.9","San Francisco, CA",$60 Per Hour(Employer est.),"3.9
★★★★★",113,51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Data Scientist - Consumer Decision Science,"Glassdoor
4.0","San Francisco, CA",$136K - $170K (Employer est.),"4.0
★★★★★",188,501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics - Customer Experience","Twitch Interactive, Inc.
3.7","San Francisco, CA",$97K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Sr. Data Science Engineer,"Gap Inc.
3.7","San Francisco, CA",$82K - $185K (Glassdoor est.),"3.7
★★★★★",137,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
"Data Scientist, Analytics - Customer Experience",Twitch,"San Francisco, CA",$99K - $196K (Glassdoor est.),"3.9
★★★★★",229,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist, Slack Connect","Slack
4.7","San Francisco, CA",$122K (Employer est.),"4.7
★★★★★",530,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Sr. Data Scientist - Analytics,"Twitch Interactive, Inc.
3.7","San Francisco, CA",$102K - $189K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Slack Connect","Salesforce
4.4","San Francisco, CA",$122K (Employer est.),"4.4
★★★★★",3514,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Science Manager,"Discord
4.6","San Francisco, CA",$79K - $163K (Glassdoor est.),"4.6
★★★★★",62,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
